ID,ParentID,Distance,Alive,Necrotic,Lost,Drivers,Passengers,Fitness,CCF
13245,2509,1,247,861,101,8,0,15.158647432954222,0.0000
13263,1702,1,7771,18359,1606,8,0,17.386642132701418,0.0000
13276,3648,1,158476,220851,18435,9,0,21.64265310188531,0.0007
13300,1103,1,554,1533,142,8,0,16.542043475682718,0.0000
13301,1103,1,2015,7551,743,8,0,15.072495197941464,0.0000
13302,1103,1,740,3176,284,8,0,14.642558311319213,0.0000
13313,1804,1,5811,14642,1220,8,0,17.135696613755123,0.0000
13314,2869,1,153746,284855,24228,9,0,19.17436332448396,0.0007
13344,1804,1,3967,8529,722,8,0,18.161232210063073,0.0000
13345,1804,1,15428,33088,2998,8,0,18.245875724326034,0.0001
13346,1920,1,326,1292,108,8,0,13.986815691607967,0.0000
13361,2869,1,4967,12001,1083,9,0,17.143056567681917,0.0000
13362,2869,1,42248,75530,6345,9,0,19.35422292092153,0.0002
13381,4621,1,296,1273,121,8,0,15.807789220536515,0.0000
13382,10253,1,2936450,7510815,378361,10,0,28.563617841878276,0.0140
13431,1702,1,3762,7905,681,8,0,18.13974769356425,0.0000
13432,3227,1,468,1128,97,8,0,17.00002150813559,0.0000
13433,4232,1,194897,278524,23457,9,0,21.474584827338422,0.0009
13454,1804,1,36267,57837,4802,8,0,20.483623355286113,0.0002
13455,3227,1,1059,2528,215,8,0,17.208205939964724,0.0000
13468,1702,1,2055,6447,567,8,0,15.930370174616076,0.0000
13480,1425,1,671,2018,160,8,0,15.369504889890825,0.0000
13482,1804,1,419,1492,116,8,0,15.792861626347795,0.0000
13510,4232,1,376368,630298,50289,9,0,21.067227196633983,0.0017
13520,1103,1,342,1771,136,8,0,13.733638102431078,0.0000
13526,4232,1,56365,90354,7501,9,0,20.341159340339104,0.0003
13540,1357,1,228677,349624,29333,7,0,20.80093397079953,0.0010
13544,1702,1,310,1061,86,8,0,16.11394081953644,0.0000
13552,3227,1,28931,57942,5012,8,0,18.853441411232023,0.0001
13575,1804,1,751,1441,128,8,0,18.057419855178406,0.0000
13582,1357,1,2591,5730,478,7,0,17.879547325469552,0.0000
13584,1535,1,3126,8928,770,8,0,16.37230134032823,0.0000
13586,4232,1,174435,261178,21899,9,0,21.060929718007692,0.0008
13599,1702,1,1153,2583,229,8,0,18.24941282633961,0.0000
13616,683,1,1349,3658,306,7,0,17.33021864796864,0.0000
13620,1103,1,818,3534,335,8,0,14.80604775320211,0.0000
13651,3648,1,10826,21572,1918,9,0,18.440686184208797,0.0000
13652,4232,1,103120,148972,12524,9,0,21.297987953014474,0.0005
13665,1920,1,268,870,72,8,0,15.455423987128261,0.0000
13677,3227,1,1383,3936,328,8,0,16.454621808071984,0.0000
13692,1804,1,9933,19482,1661,8,0,18.631041117657315,0.0000
13693,4232,1,50895,78346,6583,9,0,20.63522664406461,0.0002
13715,2509,1,705,2549,247,8,0,15.363095964657763,0.0000
13716,4232,1,6179,8851,746,9,0,21.656161133549684,0.0000
13737,3227,1,1202,3145,244,8,0,17.112509336541745,0.0000
13738,4232,1,1457,2406,214,9,0,19.747215981534833,0.0000
13790,1103,1,5645,13805,1193,8,0,17.13004802416622,0.0000
13812,1804,1,1329,3884,331,8,0,15.92202863545584,0.0000
13813,3227,1,700644,1277741,87050,8,0,23.67321997903353,0.0031
13814,3952,1,369,1288,119,9,0,15.39304963291928,0.0000
13844,3648,1,28815,44729,3779,9,0,20.609427946345885,0.0001
13845,4232,1,1581,2731,213,9,0,20.353065322443722,0.0000
13859,1804,1,1038,2743,251,8,0,16.71186160932276,0.0000
13860,3227,1,15552,29409,2479,8,0,18.96236844618965,0.0001
13918,1702,1,467,1488,144,8,0,15.253246239338964,0.0000
13930,1702,1,5067,11999,1015,8,0,17.58382648742686,0.0000
13932,2869,1,2729,6106,509,9,0,17.90815019972774,0.0000
13933,3227,1,36079,49155,4118,8,0,22.005903647383402,0.0002
13934,3647,1,1341,3839,332,9,0,16.16515752953526,0.0000
13964,1103,1,771,2505,216,8,0,15.095068582850494,0.0000
13987,2869,1,4762,12104,1036,9,0,17.324211568617137,0.0000
14013,1702,1,1574,5316,471,8,0,15.41988536688953,0.0000
14015,1702,1,7092,15489,1225,8,0,17.823433867331044,0.0000
14016,1702,1,1828,5374,479,8,0,16.31440214303825,0.0000
14018,3227,1,19994,36853,3184,8,0,19.07986350522987,0.0001
14034,1804,1,2691,6279,575,8,0,17.289990695111545,0.0000
14046,1804,1,1420,3034,283,8,0,17.791696216100796,0.0000
14062,1804,1,828,2683,235,8,0,16.11233794879387,0.0000
14064,2869,1,153774,254449,21576,9,0,19.995549966085104,0.0007
14073,8274,1,33160,45048,3739,8,0,21.89865210458276,0.0001
14082,1702,1,10648,18364,1590,8,0,19.492904561972022,0.0000
14116,4232,1,348017,504154,38657,9,0,23.08301515694897,0.0015
14128,1804,1,760,1905,154,8,0,16.142584905993157,0.0000
14133,3227,1,4698,8712,749,8,0,18.93028553155821,0.0000
14159,4232,1,111368,174331,14655,9,0,20.53604069217884,0.0005
14205,1702,1,1915,3760,312,8,0,19.227240228780055,0.0000
14216,1425,1,582,1768,157,8,0,16.65564581076778,0.0000
14218,1702,1,1894,4044,349,8,0,18.129226423899937,0.0000
14219,1804,1,14187,24978,2102,8,0,19.477823058294412,0.0001
14221,2869,1,6067,13546,1203,9,0,17.59936628835671,0.0000
14236,1702,1,1162,3075,288,8,0,16.561646393082952,0.0000
14252,2869,1,776,1827,149,9,0,17.657254689331833,0.0000
14265,2869,1,70977,119199,10130,9,0,19.964898518364837,0.0003
14266,4232,1,248756,370577,30716,9,0,21.163962360251805,0.0011
14279,1702,1,312,962,83,8,0,15.390065994839064,0.0000
14323,4232,1,80544,123704,10315,9,0,20.775426889095634,0.0004
14324,4232,1,57377,82115,6755,9,0,21.468724371609724,0.0003
14366,1702,1,3499,8227,690,8,0,17.830611372798238,0.0000
14381,3648,1,13309,26237,2252,9,0,18.739679296001906,0.0001
14389,1103,1,340,1286,119,8,0,14.94456435654852,0.0000
14393,2674,1,399,2063,216,8,0,14.353900148847005,0.0000
14395,4232,1,7182,9579,789,9,0,21.90102969311797,0.0000
14402,1103,1,229,1115,95,8,0,14.222402737575731,0.0000
14407,3227,1,2904,7052,594,8,0,17.03056471954962,0.0000
14408,4232,1,84704,143025,11889,9,0,19.97843190668743,0.0004
14434,2869,1,7333,15184,1273,9,0,18.480626751685485,0.0000
14446,1103,1,516,1911,189,8,0,14.615729675973649,0.0000
14469,1103,1,6121,13279,1120,8,0,17.955789012638274,0.0000
14472,3227,1,7017,15576,1345,8,0,17.951103699286897,0.0000
14484,3227,1,4544,9923,880,8,0,17.65030481687739,0.0000
14491,1425,1,2354,5162,438,8,0,18.074111654041037,0.0000
14497,4232,1,6060,8938,738,9,0,21.362509179408807,0.0000
14512,3227,1,77456,124167,10470,8,0,20.34528834618045,0.0003
14513,3648,1,9390,18220,1582,9,0,18.72355725606693,0.0000
14514,4232,1,30839,43482,3542,9,0,21.691849961066172,0.0001
14537,1425,1,623,2423,212,8,0,14.78670499065676,0.0000
14589,1804,1,5006,11062,1018,8,0,17.757075237884305,0.0000
14598,4232,1,354884,521789,40032,9,0,22.929580583971973,0.0016
14599,4232,1,73848,108234,8848,9,0,21.32131062494935,0.0003
14686,1425,1,358,894,88,8,0,16.954298340403035,0.0000
14692,4232,1,134194,179992,15034,9,0,22.103919022658232,0.0006
14693,4232,1,12967,22407,1877,9,0,19.96133184748925,0.0001
14704,1702,1,685,1998,187,8,0,15.537005555974329,0.0000
14705,6535,1,85215,134558,11031,9,0,20.53830728886625,0.0004
14716,1702,1,11666,17960,1477,8,0,20.334963591706867,0.0001
14733,1804,1,493,1470,122,8,0,16.23943916845861,0.0000
14774,1702,1,6179,12395,1032,8,0,18.42961778490275,0.0000
14779,2869,1,19906,33842,2872,9,0,20.079131759001836,0.0001
14780,3227,1,1853,3777,332,8,0,17.75137813814431,0.0000
14790,1702,1,790,2883,273,8,0,15.245277748253969,0.0000
14792,4232,1,52672,82878,7068,9,0,20.536291214940007,0.0002
14817,4232,1,79990,116289,9795,9,0,21.173710262743292,0.0004
14818,4232,1,38521,59688,5127,9,0,20.52767173594565,0.0002
14849,2869,1,9972,19390,1684,9,0,18.618694424771473,0.0000
14850,3648,1,64666,100849,8472,9,0,20.723365550431037,0.0003
14862,1804,1,4452,8698,698,8,0,18.709616168101768,0.0000
14878,2869,1,39382,62866,5189,9,0,20.43496737451067,0.0002
14905,1804,1,318,1142,118,8,0,15.825084388869366,0.0000
14923,4232,1,81248,130814,11211,9,0,20.257554635129317,0.0004
14944,1702,1,398,1738,143,8,0,15.382895733136369,0.0000
14961,1702,1,16313,31597,2683,8,0,18.619908858025934,0.0001
14964,1702,1,267,784,69,8,0,15.640713676095295,0.0000
14965,3647,1,2586,6195,533,9,0,16.924199161307204,0.0000
14973,1804,1,1062,2832,243,8,0,16.46257062041141,0.0000
14974,1804,1,768,2645,263,8,0,16.038618576958783,0.0000
14975,2869,1,70251,85423,7122,9,0,23.069755248308528,0.0003
14995,1804,1,370,1021,89,8,0,16.48626910295701,0.0000
15006,2869,1,425,1030,81,9,0,17.120913201646587,0.0000
15008,3227,1,6033,8188,652,8,0,21.81507531131283,0.0000
15010,4232,1,28962,35017,2886,9,0,23.34898373269773,0.0001
15024,4232,1,122480,155248,12690,9,0,22.53639201511663,0.0005
15026,4232,1,16569,26986,2247,9,0,20.21758992889288,0.0001
15027,6535,1,134798,177469,14678,9,0,22.273162568995893,0.0006
15037,4232,1,1691,2686,255,9,0,20.842573585759844,0.0000
15038,4232,1,328781,487302,38194,9,0,22.322215049843205,0.0015
15053,1691,1,307,1027,106,8,0,15.90207811007625,0.0000
15082,4232,1,1719107,3792816,212277,9,0,26.977231461695954,0.0077
15093,1804,1,283,968,69,8,0,16.24733144757229,0.0000
15126,2869,1,7420,18171,1531,9,0,17.40785129325206,0.0000
15140,4232,1,76737,119175,10053,9,0,20.767585960338156,0.0003
15175,1804,1,228,614,57,8,0,16.053649428478156,0.0000
15214,1702,1,3101,6108,544,8,0,19.086144343501143,0.0000
15216,2869,1,2664,4862,390,9,0,18.809064329255165,0.0000
15217,4232,1,1484,2281,199,9,0,20.603415875811976,0.0000
15248,1702,1,823,2529,223,8,0,16.266882861263785,0.0000
15250,3647,1,621,1761,158,9,0,16.112421765754128,0.0000
15261,1702,1,3511,8443,750,8,0,17.128807981135182,0.0000
15263,4232,1,27043,33999,2742,9,0,22.710412771047093,0.0001
15285,1103,1,3983,9851,843,8,0,16.80201470840113,0.0000
15289,1702,1,257,748,55,8,0,16.484919599185034,0.0000
15291,1804,1,700,1972,179,8,0,16.03921616945458,0.0000
15292,1804,1,224876,276726,22530,8,0,23.67110534917837,0.0010
15322,4232,1,1426201,2584850,140953,9,0,29.426714992073634,0.0068
15336,2869,1,1653,3536,288,9,0,17.529322672941543,0.0000
15342,1103,1,252,752,66,8,0,15.628189921679155,0.0000
15375,1702,1,456,1129,101,8,0,17.040135976439426,0.0000
15376,2869,1,7094,10696,932,9,0,21.064695302428166,0.0000
15411,1804,1,740,922,91,8,0,22.76148677986781,0.0000
15412,1920,1,1101,2726,211,8,0,17.221426134009473,0.0000
15425,1804,1,968,2201,225,8,0,17.83131234489097,0.0000
15427,3227,1,1566,3547,293,8,0,17.805766808435262,0.0000
15428,3648,1,72085,112078,9256,9,0,20.762048292152695,0.0003
15429,3648,1,85117,119950,10037,9,0,21.613481175896652,0.0004
15447,1702,1,345,1231,98,8,0,15.633194917768211,0.0000
15451,4232,1,105131,142218,11891,9,0,22.04023343747868,0.0005
15462,4232,1,9370,15666,1337,9,0,19.896354553842293,0.0000
15476,1103,1,988,3035,278,8,0,15.457218735033672,0.0000
15490,1103,1,252,977,86,8,0,14.825080387844578,0.0000
15495,2869,1,8732,12595,1063,9,0,21.367447114023896,0.0000
15506,1425,1,5243,8699,745,8,0,20.340828558616725,0.0000
15509,1702,1,1466,2659,228,8,0,19.05328954298879,0.0000
15525,1425,1,485,1112,99,8,0,17.284635965237293,0.0000
15548,4232,1,970353,1730892,106096,9,0,26.511713408786513,0.0043
15549,4232,1,310967,458237,36374,9,0,22.184128862790697,0.0014
15563,1702,1,103741,167806,13984,8,0,20.277977306072845,0.0005
15579,1702,1,601,2291,204,8,0,15.286838997689872,0.0000
15580,1702,1,14317,26301,2356,8,0,19.134151159316705,0.0001
15587,4232,1,36951,57829,4697,9,0,20.504231824463414,0.0002
15601,1103,1,234,651,47,8,0,16.485373156619,0.0000
15621,2869,1,463,1217,113,9,0,17.690907100785473,0.0000
15622,2869,1,717,1687,146,9,0,17.230404089545754,0.0000
15639,3227,1,4826,8405,683,8,0,19.991949530338957,0.0000
15654,1804,1,19326,32703,2734,8,0,19.743038957831683,0.0001
15655,8228,1,35522,62034,5176,9,0,19.679763939827,0.0002
15667,1238,1,314,1326,121,9,0,14.902816582669358,0.0000
15673,3227,1,2218,3828,357,8,0,19.808544843696854,0.0000
15707,3648,1,595,915,82,9,0,19.24421442548625,0.0000
15716,3648,1,5526,9654,839,9,0,19.784415941420665,0.0000
15759,1804,1,3566,8449,776,8,0,17.68334745385048,0.0000
15772,4232,1,17894,31057,2595,9,0,19.792369043998704,0.0001
15773,6261,1,6237,9513,761,9,0,20.96205085193137,0.0000
15788,2869,1,22217,34513,2913,9,0,20.80351328057141,0.0001
15806,3227,1,259,713,67,8,0,17.129996365998593,0.0000
15823,1804,1,262,725,70,8,0,15.96494825804061,0.0000
15824,3648,1,1082,2097,154,9,0,18.388474543984096,0.0000
15836,1804,1,2500,4298,380,8,0,19.61847531460702,0.0000
15858,1702,1,2889,6653,543,8,0,18.112164779606903,0.0000
15859,1702,1,446,1503,141,8,0,15.484769166416651,0.0000
15860,2869,1,7430,13545,1125,9,0,19.352919700731565,0.0000
15861,3227,1,1112,2827,265,8,0,17.01189805255929,0.0000
15874,3648,1,1104,2196,180,9,0,19.19317372118447,0.0000
15885,4232,1,4480,7690,611,9,0,20.038109161045405,0.0000
15896,1804,1,596,2099,201,8,0,15.906542990530372,0.0000
15898,4232,1,10016,16065,1370,9,0,20.38529596356756,0.0000
15906,3379,1,441,1469,150,8,0,15.598016333273481,0.0000
15907,4232,1,1463950,2675183,144858,9,0,29.4781134583399,0.0072
15908,4232,1,3425,4474,381,9,0,21.59953441556453,0.0000
15909,8228,1,12655,22146,1931,9,0,19.59040051964645,0.0001
15925,2869,1,525,1052,89,9,0,19.326050785691155,0.0000
15938,1702,1,898,2540,200,8,0,16.670379570426828,0.0000
15940,2869,1,2480,5358,427,9,0,17.56123085841922,0.0000
15953,1702,1,742,2035,196,8,0,16.457235174416574,0.0000
15955,3227,1,383760,560198,41990,8,0,23.554208615751588,0.0017
15956,4232,1,11804,20190,1665,9,0,19.70401768188335,0.0001
15995,3648,1,1023,2068,193,9,0,18.692472713763998,0.0000
16008,1691,1,348,1009,91,8,0,16.396463619522837,0.0000
16011,3227,1,523,1226,93,8,0,17.70571444481296,0.0000
16016,4232,1,49806,73644,6075,9,0,21.26232820187629,0.0002
16061,2869,1,979,2061,180,9,0,18.055429205418086,0.0000
16063,3648,1,27172,42452,3514,9,0,20.486701300620123,0.0001
16090,1804,1,847,1613,132,8,0,18.501998954581158,0.0000
16092,4232,1,24664,30920,2561,9,0,22.880561050015416,0.0001
16099,1425,1,1641,3910,327,8,0,17.10181833373728,0.0000
16115,2869,1,4473,8939,780,9,0,18.805772522289768,0.0000
16118,4232,1,2367,4155,317,9,0,19.852862897556406,0.0000
16125,3227,1,243,586,51,8,0,17.281208163123907,0.0000
16139,3648,1,10901,21820,1912,9,0,18.56933636651558,0.0000
16164,4232,1,74546,94764,7830,9,0,22.564400990293244,0.0003
16174,2869,1,1791,3259,287,9,0,18.679816671787865,0.0000
16191,2869,1,3434,7928,647,9,0,17.4986155105938,0.0000
16192,3227,1,1341,3559,299,8,0,17.05165494807479,0.0000
16193,4232,1,3470,6252,548,9,0,19.942563110219453,0.0000
16206,905,1,230,751,72,7,0,14.535441548670256,0.0000
16223,2869,1,376,872,77,9,0,17.735375159036455,0.0000
16224,3648,1,1827,3811,301,9,0,18.340128611116985,0.0000
16226,4232,1,977,1281,99,9,0,21.244185335374876,0.0000
16256,1804,1,3297,8085,684,8,0,17.23712084291937,0.0000
16258,3227,1,596,1408,144,8,0,17.4962401675453,0.0000
16290,3227,1,1320,2958,258,8,0,17.82852582044252,0.0000
16291,3648,1,3458,7031,601,9,0,18.35630375589806,0.0000
16293,7543,1,69663,76951,6245,8,0,24.406364000829793,0.0003
16302,1804,1,490,1044,96,8,0,17.357447657928983,0.0000
16306,3648,1,656,1366,123,9,0,18.974492560196648,0.0000
16307,4232,1,5099,8008,667,9,0,21.04660988012601,0.0000
16308,4621,1,86766,129009,10556,8,0,21.082323792661118,0.0004
16340,4232,1,41798,60290,5041,9,0,21.33333977822388,0.0002
16351,1804,1,3203,6136,505,8,0,18.549118061909553,0.0000
16352,1804,1,248,879,95,8,0,16.64612907592272,0.0000
16353,1804,1,2138,5304,448,8,0,17.178660801568302,0.0000
16354,2869,1,9427,18157,1547,9,0,18.96524544493001,0.0000
16355,3648,1,533,1090,87,9,0,18.799421927701175,0.0000
16368,1425,1,447,904,68,8,0,16.884347073194874,0.0000
16373,1702,1,573,1131,98,8,0,17.79992016076285,0.0000
16389,3648,1,346063,430537,31078,9,0,25.93801871551603,0.0015
16401,1804,1,320,768,76,8,0,16.19538325029115,0.0000
16415,4621,1,561,1461,131,8,0,16.51105451846106,0.0000
16442,1702,1,644,2108,185,8,0,15.202687257137827,0.0000
16445,1702,1,235,622,68,8,0,16.145641078202207,0.0000
16446,1804,1,430,964,93,8,0,17.675423999868652,0.0000
16464,3227,1,1557,3242,284,8,0,18.315144910873766,0.0000
16466,3648,1,7006,11670,986,9,0,19.751888029703437,0.0000
16467,4232,1,11328,15185,1249,9,0,21.867673600467434,0.0001
16476,1804,1,8452,14092,1243,8,0,19.63450206446873,0.0000
16478,3648,1,306,713,48,9,0,18.57869884611839,0.0000
16513,1804,1,697,1816,158,8,0,16.253986262132624,0.0000
16551,3648,1,3488,6455,526,9,0,19.31276798115571,0.0000
16579,4232,1,33388,49421,4142,9,0,20.95522480305846,0.0001
16597,2869,1,1468,3467,287,9,0,17.336494386194328,0.0000
16598,3227,1,444,1031,98,8,0,17.069043617581958,0.0000
16611,1702,1,7593,12296,1046,8,0,20.154760559692054,0.0000
16615,10253,1,1358338,2438210,135143,10,0,29.163381331447816,0.0060
16628,3227,1,479,1401,116,8,0,16.879324265222944,0.0000
16647,1702,1,254,890,75,8,0,15.587033319787707,0.0000
16649,3227,1,463,1156,101,8,0,17.200320980544543,0.0000
16650,10253,1,902866,1454071,86934,10,0,27.95236738133453,0.0040
16700,3227,1,704,1707,131,8,0,16.598400579065707,0.0000
16701,3227,1,38083,48889,4088,8,0,22.394050608896364,0.0002
16714,2674,1,2391,5388,443,8,0,17.540302565853448,0.0000
16728,6649,1,1536,2658,248,10,0,19.754018354886036,0.0000
16768,4232,1,136590,106461,8277,9,0,30.53232257690743,0.0006
16778,1804,1,1252,3164,253,8,0,17.173955601399456,0.0000
16781,4232,1,3038,5520,474,9,0,19.79020529933527,0.0000
16796,3648,1,4478,8220,703,9,0,18.824511748355967,0.0000
16810,3227,1,325,1021,83,8,0,17.037420538903138,0.0000
16821,1425,1,229,685,75,8,0,16.028090900952137,0.0000
16825,3227,1,20638,27043,2166,8,0,22.404758907288087,0.0001
16827,11194,1,83402,94866,8024,10,0,23.876199583901403,0.0004
16837,1037,1,626,1322,112,8,0,17.59996037675609,0.0000
16866,1804,1,344,1045,80,8,0,15.682585233085515,0.0000
16880,1702,1,636,1732,129,8,0,17.080902914582786,0.0000
16881,4232,1,14015,20401,1677,9,0,21.395767577648588,0.0001
16887,1425,1,829,1525,117,8,0,18.6529427290823,0.0000
16888,1702,1,1239,2123,193,8,0,18.969275227767994,0.0000
16892,4232,1,161673,200312,16412,9,0,22.876145410925766,0.0007
16902,3648,1,3582,5654,489,9,0,19.84345244582478,0.0000
16903,4232,1,72827,80968,6603,9,0,24.147607782026043,0.0003
16904,4232,1,1995,3005,249,9,0,21.134428126533024,0.0000
16918,1804,1,1172,2612,226,8,0,16.774278187060165,0.0000
16920,4232,1,502096,655083,43569,9,0,27.721306471286603,0.0022
16931,3647,1,307,695,56,9,0,17.928872519627742,0.0000
16932,6535,1,4497,5232,469,9,0,23.31862050109981,0.0000
16944,1425,1,1466,3355,291,8,0,17.847144605812655,0.0000
16945,1702,1,234,602,60,8,0,17.051439665558938,0.0000
16963,3648,1,7002,10121,858,9,0,20.50299994928272,0.0000
16964,6535,1,196156,206375,16316,9,0,25.7690593997843,0.0009
16978,1702,1,477,1201,86,8,0,18.519016442745265,0.0000
16992,8671,1,227210,262653,20650,9,0,24.879296311756,0.0010
17015,2869,1,4870,8521,721,9,0,19.487322778400237,0.0000
17016,6535,1,21346,30841,2493,9,0,21.514740379822936,0.0001
17035,1425,1,726,1643,159,8,0,18.062524953007024,0.0000
17040,3227,1,1980,3966,372,8,0,17.57834547924144,0.0000
17058,3227,1,30351,46532,3804,8,0,20.547731929210137,0.0001
17071,3227,1,301,477,37,8,0,18.113263892469515,0.0000
17072,3648,1,4442,7083,594,9,0,20.484661871553314,0.0000
17078,2869,1,1747,3599,320,9,0,17.697882989538193,0.0000
17080,4232,1,2669,3539,325,9,0,21.657836895436457,0.0000
17092,2200,1,838,1839,135,8,0,16.97466274968052,0.0000
17095,4232,1,49825,66234,5484,9,0,22.186627447918276,0.0002
17110,1702,1,573,1080,97,8,0,18.519314153570573,0.0000
17124,3227,1,317,592,78,8,0,16.71455888406636,0.0000
17125,4232,1,4866,6128,510,9,0,22.620615939473712,0.0000
17137,4232,1,70870,77737,6387,9,0,24.415596459151658,0.0003
17151,2869,1,2150,5034,399,9,0,17.175983026980848,0.0000
17153,4232,1,51511,74525,6192,9,0,21.496493074541323,0.0002
17154,4232,1,81936,93465,7770,9,0,23.788483741553367,0.0004
17155,4232,1,12089,19087,1554,9,0,20.680292762528076,0.0001
17185,2869,1,5889,10458,839,9,0,19.187965071114114,0.0000
17195,6535,1,807,953,74,9,0,23.586610269826615,0.0000
17208,1357,1,250,637,52,7,0,17.748963068941123,0.0000
17210,1702,1,391,1013,97,8,0,16.911855754135473,0.0000
17214,4621,1,4561,6683,559,8,0,20.80289889112683,0.0000
17227,1804,1,3315,6710,564,8,0,18.440796070023676,0.0000
17228,1804,1,399,974,99,8,0,16.938681209907003,0.0000
17229,1804,1,1929,3789,357,8,0,18.96203388372728,0.0000
17232,4232,1,41241,49091,4074,9,0,23.198345603988813,0.0002
17233,4232,1,8566,12474,1023,9,0,21.15755624530303,0.0000
17245,1804,1,857,2404,221,8,0,15.716513323186962,0.0000
17260,2869,1,5297,7707,652,9,0,21.57008455808341,0.0000
17262,4232,1,3027,5106,378,9,0,20.26374800726013,0.0000
17274,1804,1,898,1760,144,8,0,18.480272909960707,0.0000
17294,2869,1,5390,7723,695,9,0,20.779643976342168,0.0000
17296,6535,1,20304,26277,2170,9,0,22.57683963996948,0.0001
17319,1702,1,2394,3433,284,8,0,21.123224330243254,0.0000
17320,3227,1,576,1193,109,8,0,17.720286288529845,0.0000
17324,10253,1,1286154,2155180,118066,10,0,30.24124393451933,0.0057
17342,4232,1,693,992,87,9,0,20.632532242058826,0.0000
17371,2869,1,1423,3021,263,9,0,17.98251246589365,0.0000
17373,3648,1,744,1590,162,9,0,18.62761960144708,0.0000
17375,3648,1,406,794,55,9,0,18.485006587875905,0.0000
17376,3648,1,4181,8649,703,9,0,18.371008030120894,0.0000
17386,1804,1,454,1337,117,8,0,15.678215366373168,0.0000
17387,2200,1,321,993,80,8,0,16.005683073475563,0.0000
17390,3227,1,5573,9013,752,8,0,20.044027111312914,0.0000
17404,1702,1,320,973,79,8,0,15.675462588579139,0.0000
17421,1702,1,493,1150,103,8,0,17.493797340332588,0.0000
17426,3648,1,984,1770,147,9,0,18.560018216979525,0.0000
17427,3648,1,5928,9051,711,9,0,21.161262249435765,0.0000
17428,3648,1,20822,25935,2127,9,0,22.835616640869958,0.0001
17468,1702,1,740,1227,102,8,0,20.073840932101042,0.0000
17486,3227,1,424,1013,81,8,0,18.73280799130638,0.0000
17487,10253,1,260254,257399,18690,10,0,28.83629352507644,0.0011
17499,1804,1,773,1483,125,8,0,18.151843374941297,0.0000
17502,4232,1,12121,16535,1425,9,0,21.800329602989738,0.0001
17503,4546,1,480,1172,89,8,0,16.965076625759078,0.0000
17532,3227,1,861,1404,99,8,0,19.699895231016775,0.0000
17533,4232,1,5301,8428,690,9,0,20.80954501641393,0.0000
17549,1804,1,300,965,86,8,0,16.213375599819905,0.0000
17555,4232,1,68139,85282,6904,9,0,22.924096186692733,0.0003
17572,3227,1,1733,3299,280,8,0,18.742673325705436,0.0000
17574,4232,1,1469,2360,191,9,0,20.565170792525507,0.0000
17590,3648,1,3218,6302,506,9,0,18.942890567308595,0.0000
17612,6535,1,6708,9685,821,9,0,20.927483694581937,0.0000
17629,4232,1,1214346,1994886,109869,9,0,30.153653411187776,0.0054
17630,8228,1,9385,15154,1242,9,0,20.29698617554348,0.0000
17647,4232,1,6834,7298,564,9,0,24.73177716890278,0.0000
17664,2869,1,7376,11943,1018,9,0,20.563436359660024,0.0000
17666,4232,1,2797,4808,398,9,0,20.09762272476761,0.0000
17680,2869,1,5619,8282,686,9,0,21.58177283795126,0.0000
17696,3227,1,897,1717,153,8,0,18.82387302398631,0.0000
17730,1702,1,374,958,102,8,0,16.313511740047332,0.0000
17735,2869,1,3229,5561,471,9,0,19.39720348593108,0.0000
17736,4232,1,1074,1864,158,9,0,20.068120249402703,0.0000
17752,3648,1,742,1313,110,9,0,19.764299374700713,0.0000
17753,6535,1,400275,523906,37097,9,0,25.86006550399438,0.0018
17754,8671,1,468583,620202,42199,9,0,27.035986783437504,0.0021
17761,1702,1,1398,2959,289,8,0,18.236018351221976,0.0000
17763,3227,1,833,1794,160,8,0,17.14798054032937,0.0000
17783,1804,1,245,641,57,8,0,16.19743391141426,0.0000
17815,1804,1,421,828,65,8,0,17.9439016071197,0.0000
17816,2869,1,727,1559,139,9,0,17.184211092992225,0.0000
17825,2869,1,244,552,40,9,0,17.31667935543094,0.0000
17828,4232,1,27935,34758,2936,9,0,23.03496916823618,0.0001
17829,8671,1,41188,42739,3394,9,0,25.315288487271545,0.0002
17837,1804,1,441,1123,95,8,0,17.741439662466647,0.0000
17856,1804,1,1373,2461,190,8,0,19.392627298621914,0.0000
17858,4232,1,949,1432,127,9,0,20.73397408068368,0.0000
17866,3227,1,2041,4208,328,8,0,18.5657725943904,0.0000
17883,1276,1,456,1049,104,8,0,16.62768227943766,0.0000
17893,8228,1,17276,23475,1945,9,0,22.125267828144008,0.0001
17902,2869,1,5181,7852,669,9,0,20.868086108581117,0.0000
17903,3227,1,1358,3304,301,8,0,17.57970473859552,0.0000
17905,10253,1,377795,442376,30714,10,0,27.866900526356655,0.0017
17917,2869,1,1590,3230,300,9,0,18.02348095300073,0.0000
17918,4232,1,5958,7328,605,9,0,23.12696869181657,0.0000
17919,4232,1,5417,6764,540,9,0,23.292392184950803,0.0000
17934,1804,1,3480,4811,399,8,0,21.67708872634867,0.0000
17937,4232,1,328,477,30,9,0,20.747586128656863,0.0000
17952,3835,1,473,884,73,8,0,17.658308164757894,0.0000
17953,4232,1,1005,1515,143,9,0,19.936238988042096,0.0000
17979,1321,1,901,2343,209,8,0,16.436852012433167,0.0000
17987,4232,1,682,1108,101,9,0,19.785579267923197,0.0000
18039,1804,1,2268,3297,272,8,0,20.800411728978812,0.0000
18042,3227,1,398,941,72,8,0,17.94040033273322,0.0000
