Chromosome	Start	End
chr4	1795656	1795776
chr4	1800980	1801250
chr4	1801446	1801566
chr4	1803093	1803263
chr4	1803348	1803468
chr4	1803561	1803752
chr4	1804640	1804791
chr4	1805418	1805563
chr4	1806056	1806247
chr4	1806547	1806696
chr4	1807082	1807202
chr4	1807280	1807400
chr4	1807476	1807667
chr4	1807778	1807898
chr4	1807958	1808078
chr4	1808272	1808410
chr4	1808548	1808668
chr4	1808842	1809015
chr4	2011112	2011232
chr4	2011576	2011696
chr4	4011409	4011529
chr4	6009549	6009669
chr4	6011101	6011221
chr4	6013815	6013935
chr4	6269996	6270116
chr4	8012107	8012227
chr4	8012257	8012377
chr4	10011470	10011590
chr4	10012162	10012282
chr4	12012272	12012392
chr4	12012449	12012569
chr4	16011151	16011271
chr4	16012588	16012708
chr4	18011142	18011262
chr4	18011804	18011924
chr4	20011176	20011296
chr4	20013950	20014070
chr4	22013111	22013231
chr4	22013234	22013354
chr4	24011548	24011668
chr4	24012198	24012399
chr4	25417184	25417304
chr4	26007968	26008088
chr4	26013991	26014111
chr4	26085451	26085571
chr4	28010439	28010559
chr4	28012662	28012782
chr4	28014936	28015056
chr4	30013912	30014141
chr4	32011741	32011861
chr4	34013005	34013125
chr4	36011927	36012047
chr4	36012798	36012918
chr4	38010233	38010353
chr4	38012966	38013086
chr4	40303573	40303693
chr4	42011753	42011873
chr4	42011910	42012030
chr4	42012131	42012251
chr4	44013695	44013815
chr4	46010586	46010706
chr4	46013647	46013767
chr4	54011466	54011586
chr4	54012275	54012395
chr4	56010711	56010831
chr4	56011829	56011949
chr4	56012089	56012209
chr4	58010800	58010920
chr4	58011804	58011924
chr4	58012672	58012792
chr4	62011092	62011212
chr4	62011674	62011794
chr4	64014020	64014140
chr4	66011316	66011436
chr4	68011203	68011323
chr4	68013222	68013342
chr4	70011144	70011264
chr4	70012558	70012678
chr4	70013477	70013597
chr4	72013314	72013434
chr4	74010774	74010894
chr4	74012402	74012522
chr4	74013337	74013457
chr4	76012480	76012600
chr4	78012767	78012887
chr4	80011389	80011509
chr4	80012040	80012160
chr4	80012488	80012608
chr4	82012146	82012266
chr4	86011486	86011606
chr4	86012319	86012439
chr4	88010681	88010801
chr4	88011733	88011853
chr4	90011582	90011702
chr4	92012618	92012738
chr4	94011251	94011371
chr4	94011817	94011937
chr4	94012346	94012466
chr4	96011173	96011293
chr4	96011851	96011971
chr4	98009385	98009505
chr4	98013903	98014023
chr4	100010068	100010188
chr4	102751016	102751136
chr4	104010485	104010679
chr4	104011007	104011127
chr4	104012980	104013100
chr4	110011320	110011440
chr4	110012094	110012214
chr4	110012497	110012617
chr4	114011374	114011494
chr4	114011845	114011965
chr4	114012490	114012610
chr4	116011625	116011745
chr4	116012017	116012137
chr4	118010396	118010516
chr4	118012665	118012785
chr4	122011778	122011898
chr4	122012024	122012144
chr4	122665454	122665574
chr4	123132432	123132552
chr4	123329302	123329422
chr4	124012731	124012919
chr4	126009227	126009347
chr4	126012607	126012727
chr4	130011831	130011951
chr4	130013670	130013790
chr4	132010787	132010907
chr4	132011007	132011127
chr4	132013403	132013523
chr4	136011011	136011131
chr4	136012458	136012578
chr4	138011898	138012018
chr4	138012053	138012173
chr4	140009389	140009509
chr4	142011881	142012001
chr4	142012200	142012320
chr4	146010290	146010410
chr4	148011868	148011988
chr4	148012004	148012124
chr4	150028558	150028678
chr4	152012189	152012309
chr4	154011157	154011277
chr4	156011526	156011646
chr4	156014738	156014858
chr4	158008857	158009064
chr4	158012256	158012376
chr4	160014227	160014347
chr4	162009754	162009874
chr4	162013008	162013128
chr4	164011396	164011516
chr4	164011842	164011962
chr4	168009563	168009683
chr4	168013009	168013129
chr4	170011381	170011501
chr4	172012205	172012325
chr4	174011895	174012015
chr4	176012064	176012184
chr4	184021196	184021316
chr4	184031535	184031655
chr4	186011478	186011598
chr4	186011944	186012064
chr4	186012201	186012321
chr4	188011637	188011757
chr4	188011831	188011951
chr4	188012379	188012499
chr4	190011790	190011910
chr4	190011923	190012155
chr5	2009818	2009938
chr5	2010102	2010222
chr5	2010316	2010436
chr5	4010075	4010195
chr5	4010757	4010877
chr5	6010586	6010706
chr5	8009485	8009672
chr5	8010550	8010670
chr5	12009679	12009869
chr5	14009025	14009145
chr5	14009863	14009983
chr5	14010171	14010291
chr5	16009149	16009269
chr5	16009924	16010044
chr5	16010657	16010777
chr5	18010370	18010490
chr5	20004343	20004463
chr5	22009193	22009313
chr5	22010745	22010865
chr5	22010884	22011004
chr5	26009896	26010016
chr5	28009430	28009550
chr5	28009608	28009728
chr5	30009787	30009907
chr5	30009991	30010111
chr5	32008919	32009039
chr5	34008270	34008390
chr5	35874515	35874635
chr5	35910469	35910589
chr5	38009857	38009977
chr5	40009356	40009476
chr5	40011119	40011239
chr5	40392668	40392788
chr5	40401449	40401569
chr5	40415007	40415127
chr5	40431123	40431243
chr5	40437888	40438008
chr5	42009639	42009759
chr5	50007851	50007971
chr5	52008249	52008369
chr5	54010362	54010482
chr5	54011885	54012005
chr5	56008952	56009072
chr5	56010892	56011012
chr5	56011174	56011294
chr5	56111400	56111882
chr5	56152426	56152577
chr5	56155541	56155742
chr5	56160560	56160761
chr5	56161164	56161284
chr5	56161655	56161804
chr5	56167737	56167857
chr5	56168448	56168568
chr5	56168651	56168832
chr5	56170858	56171137
chr5	56174807	56174927
chr5	56176523	56176643
chr5	56176909	56177099
chr5	56177396	56178693
chr5	56179353	56179506
chr5	56180490	56180653
chr5	56181758	56181890
chr5	56183204	56183347
chr5	56184052	56184184
chr5	56189357	56189507
chr5	58008306	58008426
chr5	58009360	58009480
chr5	58011231	58011351
chr5	62008011	62008131
chr5	62010699	62010819
chr5	66009652	66009772
chr5	66009924	66010044
chr5	66010616	66010736
chr5	67522503	67522837
chr5	67535685	67535805
chr5	67569204	67569324
chr5	67569744	67569864
chr5	67575429	67575561
chr5	67576355	67576557
chr5	67576734	67576854
chr5	67584511	67584631
chr5	67586549	67586669
chr5	67588078	67588198
chr5	67588272	67588392
chr5	67588918	67589038
chr5	67589130	67589311
chr5	67589539	67589659
chr5	67590363	67590506
chr5	67590975	67591152
chr5	67591222	67591342
chr5	67591998	67592169
chr5	67593239	67593429
chr5	68009010	68009130
chr5	68009886	68010006
chr5	68010326	68010446
chr5	72008232	72008352
chr5	72010079	72010199
chr5	72010241	72010361
chr5	74008463	74008583
chr5	74011488	74011608
chr5	80009558	80009678
chr5	82009732	82009852
chr5	83173533	83173653
chr5	84009690	84009810
chr5	84010268	84010388
chr5	84010816	84010936
chr5	86008748	86008868
chr5	86011480	86011600
chr5	88009533	88009653
chr5	88011079	88011199
chr5	89546049	89546169
chr5	90009105	90009225
chr5	92008223	92008343
chr5	92010987	92011107
chr5	92011175	92011295
chr5	94007763	94007883
chr5	94008909	94009029
chr5	94012919	94013039
chr5	96008711	96008831
chr5	96012373	96012493
chr5	100009061	100009181
chr5	104007748	104007868
chr5	104008073	104008193
chr5	104012243	104012363
chr5	106009415	106009535
chr5	106010206	106010326
chr5	108008863	108008983
chr5	110009639	110009759
chr5	116010251	116010371
chr5	116011232	116011352
chr5	120008178	120008298
chr5	120009745	120009865
chr5	122010020	122010140
chr5	122010161	122010281
chr5	124009204	124009324
chr5	124011930	124012050
chr5	128008296	128008416
chr5	128010021	128010141
chr5	131742168	131742288
chr5	131770745	131770865
chr5	131995904	131996024
chr5	132009094	132009214
chr5	132009650	132009770
chr5	132010666	132010786
chr5	132628824	132628944
chr5	134007106	134007226
chr5	136009304	136009424
chr5	136009592	136009712
chr5	136010522	136010728
chr5	138012415	138012535
chr5	140011255	140011375
chr5	142010320	142010440
chr5	144009745	144009865
chr5	146008325	146008445
chr5	146010281	146010401
chr5	146012279	146012399
chr5	148007800	148007920
chr5	148010009	148010129
chr5	148010853	148010973
chr5	150005146	150005266
chr5	150010039	150010159
chr5	150010856	150010976
chr5	150223327	150223447
chr5	150240016	150240136
chr5	150258807	150258927
chr5	150478258	150478378
chr5	151344498	151344618
chr5	152010994	152011114
chr5	154009981	154010101
chr5	154011048	154011168
chr5	156011593	156011713
chr5	158717729	158717849
chr5	158750709	158750829
chr5	158759840	158759960
chr5	158814473	158814593
chr5	158822585	158822705
chr5	158829467	158829587
chr5	164001331	164001451
chr5	164007467	164007587
chr5	166008316	166008436
chr5	166009896	166010016
chr5	166012615	166012735
chr5	168011072	168011361
chr5	170007443	170007563
chr5	170012554	170012674
chr5	170013152	170013272
chr5	172009842	172010040
chr5	172010364	172010484
chr5	174008584	174008704
chr5	176010080	176010200
chr5	178008767	178008887
chr5	178010085	178010205
chr6	2111031	2111151
chr6	2115122	2115242
chr6	4116202	4116322
chr6	4117256	4117376
chr6	10117264	10117384
chr6	10117942	10118062
chr6	12117284	12117404
chr6	12118507	12118627
chr6	14115761	14115881
chr6	14118078	14118198
chr6	14118938	14119058
chr6	16115735	16115855
chr6	16116377	16116497
chr6	20117371	20117491
chr6	20118421	20118541
chr6	20657504	20657624
chr6	20657805	20657925
chr6	20660974	20661094
chr6	20661190	20661310
chr6	20679649	20679769
chr6	20703892	20704012
chr6	20717195	20717315
chr6	20728671	20728791
chr6	22115737	22115857
chr6	22116091	22116211
chr6	22119759	22119879
chr6	24116363	24116483
chr6	26116936	26117056
chr6	26118186	26118306
chr6	28115861	28115981
chr6	28117383	28117503
chr6	29935190	29935310
chr6	29973865	29973985
chr6	30117041	30117161
chr6	30117394	30117514
chr6	31002556	31002676
chr6	31006795	31006915
chr6	31058118	31058238
chr6	31093527	31093647
chr6	31136393	31136513
chr6	31155725	31155845
chr6	31241049	31241169
chr6	31274495	31274615
chr6	31312266	31312386
chr6	31323464	31323657
chr6	31350644	31350764
chr6	31407768	31407888
chr6	31431720	31431840
chr6	31505420	31505540
chr6	31622546	31622666
chr6	31720973	31721093
chr6	32114455	32114575
chr6	32120655	32120775
chr6	32190346	32190466
chr6	32218783	32218903
chr6	32218929	32219049
chr6	32321494	32321614
chr6	32337570	32337690
chr6	32408467	32408587
chr6	32409470	32409590
chr6	32431087	32431207
chr6	32433107	32433227
chr6	32574111	32574231
chr6	32577320	32577440
chr6	32590865	32590985
chr6	32604312	32604432
chr6	32605824	32605944
chr6	32606668	32606788
chr6	32658250	32658370
chr6	32663791	32663911
chr6	32663939	32664059
chr6	32667850	32667970
chr6	32669096	32669216
chr6	32919972	32920294
chr6	33042820	33042940
chr6	33060058	33060178
chr6	33618102	33618222
chr6	33817869	33817989
chr6	34115633	34115753
chr6	34118526	34118646
chr6	34120016	34120136
chr6	36118649	36118769
chr6	38113883	38114003
chr6	38119339	38119459
chr6	38119835	38119955
chr6	40116562	40116682
chr6	40117972	40118092
chr6	42116629	42116749
chr6	44116933	44117053
chr6	44117667	44117787
chr6	46116389	46116509
chr6	48116205	48116325
chr6	48117625	48117745
chr6	50115201	50115321
chr6	50116429	50116549
chr6	50120956	50121076
chr6	52116906	52117026
chr6	52117164	52117284
chr6	52117965	52118085
chr6	54117507	54117627
chr6	56116527	56116647
chr6	56117185	56117305
chr6	56117977	56118097
chr6	58086779	58086899
chr6	58139700	58139820
chr6	58141886	58142006
chr6	62116172	62116292
chr6	62117173	62117293
chr6	64101758	64101878
chr6	64126120	64126240
chr6	66115221	66115341
chr6	68116496	68116616
chr6	70115102	70115222
chr6	70116110	70116230
chr6	72113652	72113772
chr6	72116059	72116179
chr6	72118302	72118422
chr6	74118510	74118630
chr6	76114256	76114376
chr6	76122659	76122779
chr6	78116448	78116568
chr6	80116333	80116453
chr6	80117090	80117210
chr6	80120433	80120553
chr6	82116166	82116286
chr6	82117722	82117842
chr6	84117233	84117353
chr6	84121234	84121354
chr6	86113908	86114028
chr6	88116272	88116392
chr6	88116954	88117074
chr6	88117920	88118040
chr6	90116042	90116162
chr6	90118983	90119103
chr6	90921680	90921800
chr6	90957403	90957523
chr6	94114934	94115054
chr6	94118337	94118457
chr6	96116307	96116427
chr6	96116965	96117085
chr6	98112401	98112521
chr6	98118582	98118702
chr6	100115257	100115377
chr6	100116032	100116152
chr6	102114720	102114840
chr6	102116224	102116344
chr6	102118286	102118406
chr6	104114703	104114823
chr6	106435209	106435329
chr6	109598904	109599024
chr6	110117110	110117230
chr6	111913202	111913322
chr6	112115295	112115415
chr6	112118445	112118565
chr6	114116953	114117073
chr6	114117669	114117789
chr6	116117990	116118110
chr6	116118395	116118515
chr6	118116763	118116883
chr6	118117186	118117388
chr6	120116611	120116731
chr6	122113554	122113755
chr6	126116071	126116191
chr6	126116893	126117013
chr6	126698659	126698779
chr6	128127169	128127289
chr6	130116630	130116750
chr6	136116417	136116537
chr6	136119218	136119338
chr6	138002577	138002697
chr6	138006444	138006564
chr6	138116265	138116385
chr6	138195663	138195783
chr6	138199357	138199477
chr6	140117396	140117516
chr6	140117648	140117768
chr6	146113963	146114083
chr6	146116053	146116173
chr6	146118165	146118285
chr6	150116566	150116686
chr6	150116738	150116858
chr6	152116595	152116715
chr6	152117398	152117518
chr6	152129047	152129499
chr6	152163731	152163928
chr6	152201788	152201908
chr6	152265307	152265643
chr6	152332790	152332929
chr6	152382125	152382259
chr6	152415519	152415703
chr6	152419866	152420101
chr6	152446382	152446502
chr6	154116824	154116944
chr6	154116949	154117069
chr6	154117579	154117699
chr6	156115152	156115272
chr6	156116840	156116960
chr6	157098814	157100605
chr6	157150360	157150555
chr6	157191186	157191306
chr6	157192706	157192826
chr6	157222509	157222659
chr6	157256599	157256743
chr6	157257580	157257700
chr6	157357929	157358049
chr6	157371992	157372112
chr6	157392258	157392378
chr6	157405795	157405915
chr6	157405919	157406039
chr6	157431590	157431710
chr6	157454161	157454341
chr6	157461702	157461822
chr6	157469757	157470085
chr6	157471862	157471982
chr6	157485726	157485846
chr6	157488173	157488319
chr6	157495136	157495256
chr6	157495980	157496139
chr6	157502102	157502312
chr6	157505364	157505679
chr6	157507488	157507608
chr6	157507619	157507739
chr6	157510775	157510914
chr6	157511171	157511344
chr6	157517298	157517449
chr6	157519932	157520052
chr6	157521838	157522622
chr6	157525004	157525124
chr6	157527300	157529025
chr6	157529580	157529700
chr6	162115752	162115982
chr6	164119188	164119308
chr6	164120274	164120394
chr6	166116194	166116314
chr6	166117060	166117180
chr6	166118517	166118637
chr6	167383015	167383135
chr6	167437928	167438048
chr6	168116642	168116762
chr6	170114610	170114730
chr6	170119231	170119351
chr6	170378965	170379085
chr7	24160	24280
chr7	2025011	2025131
chr7	4023741	4023861
chr7	4023964	4024084
chr7	4024486	4024606
chr7	6025643	6025763
chr7	8024143	8024263
chr7	8024662	8024782
chr7	14024142	14024262
chr7	14024320	14024440
chr7	16023050	16023170
chr7	16023501	16023621
chr7	16025280	16025400
chr7	18024092	18024280
chr7	22025766	22025886
chr7	24023905	24024025
chr7	24024479	24024599
chr7	26891605	26891725
chr7	28180496	28180616
chr7	28228982	28229102
chr7	29184429	29184549
chr7	30015386	30015506
chr7	32023190	32023310
chr7	32024232	32024352
chr7	34021695	34021815
chr7	34022241	34022361
chr7	34026501	34026621
chr7	36007367	36007487
chr7	36031912	36032032
chr7	36917935	36918055
chr7	38019430	38019550
chr7	38023780	38023900
chr7	38025005	38025125
chr7	42023340	42023460
chr7	42024118	42024238
chr7	42025644	42025764
chr7	44024505	44024625
chr7	46025178	46025298
chr7	46026121	46026241
chr7	48023730	48023850
chr7	50023481	50023601
chr7	50269612	50269732
chr7	50664862	50664982
chr7	51027134	51027254
chr7	52024092	52024212
chr7	52024334	52024454
chr7	55086954	55087074
chr7	55209978	55210130
chr7	55210997	55211181
chr7	55214298	55214433
chr7	55218960	55219080
chr7	55220238	55220358
chr7	55221703	55221845
chr7	55223520	55223640
chr7	55224228	55224348
chr7	55224434	55224554
chr7	55225340	55225460
chr7	55227831	55228031
chr7	55229191	55229324
chr7	55231410	55231530
chr7	55232972	55233130
chr7	55236158	55236278
chr7	55237999	55238237
chr7	55238826	55238946
chr7	55240675	55240817
chr7	55241614	55241734
chr7	55242404	55242524
chr7	55248985	55249171
chr7	55259411	55259567
chr7	55260436	55260556
chr7	55266409	55266556
chr7	55267997	55268117
chr7	55268880	55269048
chr7	55269391	55269511
chr7	55270209	55270329
chr7	55270338	55270458
chr7	55272948	55273310
chr7	61057660	61057780
chr7	64023708	64023828
chr7	66022952	66023072
chr7	66023869	66023989
chr7	68025198	68025318
chr7	70022423	70022543
chr7	70025053	70025173
chr7	70025681	70025801
chr7	78022521	78022641
chr7	78024137	78024257
chr7	78024381	78024501
chr7	80024704	80024824
chr7	80025718	80025838
chr7	82024198	82024318
chr7	84023432	84023552
chr7	84024030	84024150
chr7	84024559	84024679
chr7	86023190	86023310
chr7	86023794	86023914
chr7	86024562	86024682
chr7	88024596	88024716
chr7	88025140	88025260
chr7	90026106	90026226
chr7	92020762	92020882
chr7	92027127	92027247
chr7	92246684	92246804
chr7	94025864	94025984
chr7	94027639	94027759
chr7	100013397	100013517
chr7	100042353	100042473
chr7	102023182	102023302
chr7	102024188	102024308
chr7	104023556	104023676
chr7	104024086	104024206
chr7	104681374	104681494
chr7	104702608	104702728
chr7	104703797	104704027
chr7	104704424	104704544
chr7	104707154	104707274
chr7	104708896	104709016
chr7	104714034	104714154
chr7	104715089	104715262
chr7	104716448	104716568
chr7	104717409	104717640
chr7	104717754	104717874
chr7	104719291	104719411
chr7	104722129	104722249
chr7	104730455	104730720
chr7	104731662	104731869
chr7	104741871	104742036
chr7	104742332	104742647
chr7	104745885	104746140
chr7	104746305	104746450
chr7	104746968	104747088
chr7	104747099	104747219
chr7	104747580	104747700
chr7	104747808	104748372
chr7	104748950	104749070
chr7	104749388	104749675
chr7	104750710	104750830
chr7	104750926	104751046
chr7	104751206	104751326
chr7	104752271	104753780
chr7	106023773	106023893
chr7	107207635	107207755
chr7	107479459	107479579
chr7	107503381	107503501
chr7	107580779	107580899
chr7	108023967	108024192
chr7	108025055	108025175
chr7	110022770	110022890
chr7	110023959	110024079
chr7	110024944	110025064
chr7	112023291	112023411
chr7	112024627	112024747
chr7	112029828	112029948
chr7	116022478	116022598
chr7	118023212	118023332
chr7	118024731	118024851
chr7	118024915	118025035
chr7	120011162	120011282
chr7	120024906	120025026
chr7	120025496	120025616
chr7	122024028	122024148
chr7	126024210	126024330
chr7	126024791	126024911
chr7	128024803	128024923
chr7	128025489	128025609
chr7	128594123	128594243
chr7	130024057	130024177
chr7	130024248	130024368
chr7	131369979	131370099
chr7	132023861	132023981
chr7	132025876	132025996
chr7	134023464	134023584
chr7	136023228	136023348
chr7	136023764	136023884
chr7	136024578	136024698
chr7	136024731	136024851
chr7	140023992	140024189
chr7	140024625	140024745
chr7	140415772	140415892
chr7	140426166	140426316
chr7	140434396	140434570
chr7	140439611	140439746
chr7	140447170	140447290
chr7	140448732	140448852
chr7	140449086	140449218
chr7	140453074	140453194
chr7	140453950	140454070
chr7	140473116	140473236
chr7	140476711	140476888
chr7	140477772	140477892
chr7	140481374	140481494
chr7	140482820	140482957
chr7	140485488	140485608
chr7	140487306	140487426
chr7	140494107	140494267
chr7	140500161	140500281
chr7	140501211	140501360
chr7	140507750	140507870
chr7	140508045	140508165
chr7	140508678	140508798
chr7	140534393	140534672
chr7	140549901	140550021
chr7	140624365	140624503
chr7	142023614	142023734
chr7	142024977	142025097
chr7	144020257	144020377
chr7	146020876	146020996
chr7	148024145	148024265
chr7	148024434	148024554
chr7	148257988	148258108
chr7	150023740	150023860
chr7	150023881	150024001
chr7	151833902	151834022
chr7	151835868	151835988
chr7	151836247	151836367
chr7	151836758	151836878
chr7	151841797	151841966
chr7	151842237	151842380
chr7	151843683	151843820
chr7	151845117	151846237
chr7	151847978	151848098
chr7	151848526	151848666
chr7	151849789	151849909
chr7	151849919	151850039
chr7	151851094	151851231
chr7	151851351	151851530
chr7	151852994	151853142
chr7	151853289	151853431
chr7	151854845	151855010
chr7	151855947	151856157
chr7	151859201	151860911
chr7	151864230	151864463
chr7	151866242	151866362
chr7	151868328	151868448
chr7	151871211	151871331
chr7	151873275	151875095
chr7	151876918	151877211
chr7	151877795	151879679
chr7	151880058	151880241
chr7	151882619	151882739
chr7	151884346	151884561
chr7	151884799	151884932
chr7	151891093	151891213
chr7	151891270	151891390
chr7	151891528	151891648
chr7	151892570	151892690
chr7	151892984	151893104
chr7	151896363	151896544
chr7	151900024	151900144
chr7	151902190	151902310
chr7	151904370	151904513
chr7	151917563	151917820
chr7	151919058	151919178
chr7	151919652	151919772
chr7	151921099	151921264
chr7	151921519	151921701
chr7	151927000	151927120
chr7	151927295	151927415
chr7	151932900	151933020
chr7	151935791	151935911
chr7	151944986	151945705
chr7	151946939	151947059
chr7	151947934	151948054
chr7	151949023	151949175
chr7	151949630	151949800
chr7	151959965	151960085
chr7	151960095	151960215
chr7	151962122	151962294
chr7	151970789	151970952
chr7	152007045	152007165
chr7	152008882	152009031
chr7	152012222	152012423
chr7	152027685	152027827
chr7	152041246	152041366
chr7	152055656	152055776
chr7	152132710	152132871
chr7	154022550	154022670
chr7	154023388	154023508
chr7	154025802	154025922
chr7	156023065	156023185
chr8	2011038	2011158
chr8	2011855	2011975
chr8	2012200	2012320
chr8	4011522	4011642
chr8	4011708	4011903
chr8	6012303	6012423
chr8	10011076	10011196
chr8	10011733	10011853
chr8	11343913	11344033
chr8	11349126	11349246
chr8	11352481	11352601
chr8	12009997	12010117
chr8	12011041	12011161
chr8	14012219	14012339
chr8	16010889	16011009
chr8	16012234	16012354
chr8	16015952	16016072
chr8	20012023	20012143
chr8	22007233	22007353
chr8	22009678	22009798
chr8	22014251	22014371
chr8	23984474	23984594
chr8	24012500	24012620
chr8	28010494	28010614
chr8	28011858	28011978
chr8	30012454	30012574
chr8	30013699	30013819
chr8	32010545	32010665
chr8	32011689	32011809
chr8	34011285	34011405
chr8	34013245	34013365
chr8	38013788	38013908
chr8	38014369	38014489
chr8	38269906	38270113
chr8	38271145	38271322
chr8	38271434	38271554
chr8	38271669	38271807
chr8	38272052	38272172
chr8	38272298	38272418
chr8	38273387	38273578
chr8	38274818	38274938
chr8	38275388	38275508
chr8	38275745	38275891
chr8	38277050	38277253
chr8	38279314	38279459
chr8	38280542	38280693
chr8	38282026	38282217
chr8	38283641	38283761
chr8	38285438	38285611
chr8	38285852	38285972
chr8	38286800	38286920
chr8	38287199	38287466
chr8	38297796	38297916
chr8	38314873	38315052
chr8	38318558	38318678
chr8	40010760	40010880
chr8	40011715	40011835
chr8	42010542	42010662
chr8	42011279	42011399
chr8	42013718	42013838
chr8	50010836	50010956
chr8	50011596	50011716
chr8	56010133	56010253
chr8	56010659	56010779
chr8	56016353	56016473
chr8	60010249	60010369
chr8	60012541	60012661
chr8	60017624	60017744
chr8	62011262	62011382
chr8	62011623	62011743
chr8	62011819	62011939
chr8	66012901	66013021
chr8	68010581	68010701
chr8	70010078	70010198
chr8	70012131	70012251
chr8	70013195	70013315
chr8	72011089	72011286
chr8	72011712	72011832
chr8	72012271	72012391
chr8	76011458	76011578
chr8	76011585	76011705
chr8	78010747	78010867
chr8	78011856	78011976
chr8	78012039	78012159
chr8	80005195	80005315
chr8	82011165	82011285
chr8	82012034	82012154
chr8	82013094	82013214
chr8	84010772	84010892
chr8	84012331	84012451
chr8	88010965	88011085
chr8	88016121	88016241
chr8	90011621	90011741
chr8	90011922	90012042
chr8	92010417	92010537
chr8	94010461	94010581
chr8	98008959	98009079
chr8	100010649	100010769
chr8	100011444	100011564
chr8	100012061	100012181
chr8	104011500	104011620
chr8	104011711	104011831
chr8	104012009	104012129
chr8	106010140	106010260
chr8	106011175	106011295
chr8	106012926	106013046
chr8	108011382	108011502
chr8	108011665	108011785
chr8	110010826	110010946
chr8	110011581	110011701
chr8	110011960	110012080
chr8	114012428	114012548
chr8	114015912	114016032
chr8	116011525	116011645
chr8	116011820	116011940
chr8	118010720	118010840
chr8	118011804	118011924
chr8	118011970	118012090
chr8	118184723	118184843
chr8	119977277	119977397
chr8	122010960	122011080
chr8	122012012	122012132
chr8	122014450	122014570
chr8	124014574	124014694
chr8	126012185	126012305
chr8	126013243	126013363
chr8	126539991	126540111
chr8	128010109	128010339
chr8	128011877	128011997
chr8	128747718	128748063
chr8	128748291	128748869
chr8	128750493	128751265
chr8	128752641	128753204
chr8	130012310	130012430
chr8	132011061	132011181
chr8	132011219	132011339
chr8	132012810	132012930
chr8	134011632	134011987
chr8	136011431	136011551
chr8	136011996	136012116
chr8	136013273	136013393
chr8	140011257	140011377
chr8	140011454	140011574
chr8	140014038	140014158
chr8	142010993	142011113
chr8	144012514	144012634
chr8	144012885	144013005
chr9	10409	10529
chr9	2011528	2011648
chr9	4007654	4007774
chr9	4007793	4008008
chr9	4023927	4024047
chr9	4291687	4291807
chr9	4292023	4292143
chr9	4981542	4981662
chr9	5021987	5022213
chr9	5029784	5029904
chr9	5044401	5044521
chr9	5050685	5050831
chr9	5054562	5054884
chr9	5055668	5055788
chr9	5064882	5065040
chr9	5066673	5066793
chr9	5069021	5069208
chr9	5069928	5070048
chr9	5072491	5072626
chr9	5073681	5073801
chr9	5077456	5077576
chr9	5078305	5078444
chr9	5080228	5080380
chr9	5080532	5080683
chr9	5081724	5081861
chr9	5089673	5089863
chr9	5090448	5090568
chr9	5090738	5090911
chr9	5123002	5123122
chr9	5126329	5126449
chr9	5126677	5126797
chr9	6009701	6009821
chr9	6011697	6011817
chr9	8009987	8010107
chr9	8010274	8010394
chr9	10010302	10010422
chr9	10010522	10010642
chr9	14010231	14010351
chr9	16009845	16009965
chr9	16010871	16010991
chr9	18009611	18009731
chr9	18010425	18010545
chr9	18011357	18011477
chr9	20010252	20010372
chr9	21968164	21968284
chr9	21968686	21968806
chr9	21969701	21969821
chr9	21970889	21971207
chr9	21974475	21974826
chr9	21994137	21994330
chr9	22005066	22005186
chr9	22009944	22010064
chr9	22012362	22012482
chr9	22129519	22129639
chr9	22132016	22132136
chr9	22134034	22134154
chr9	24009776	24009896
chr9	24012277	24012397
chr9	26009572	26009692
chr9	26010031	26010151
chr9	28010182	28010302
chr9	28010980	28011100
chr9	30009977	30010191
chr9	30010433	30010553
chr9	32009249	32009369
chr9	32010087	32010207
chr9	34710200	34710320
chr9	36008973	36009093
chr9	36010302	36010490
chr9	38009995	38010115
chr9	38010987	38011107
chr9	39778775	39778895
chr9	40030416	40030536
chr9	42010056	42010176
chr9	44009112	44009232
chr9	44018725	44018845
chr9	47216994	47217114
chr9	65474734	65474854
chr9	65485533	65485653
chr9	68138285	68138405
chr9	72009441	72009561
chr9	72011015	72011135
chr9	74006607	74006727
chr9	74010233	74010353
chr9	74010952	74011072
chr9	76010035	76010155
chr9	76010439	76010559
chr9	78012602	78012722
chr9	78012890	78013010
chr9	80012340	80012460
chr9	82009188	82009308
chr9	82010205	82010325
chr9	82010506	82010626
chr9	84009565	84009685
chr9	84011051	84011171
chr9	85311087	85311207
chr9	86009899	86010019
chr9	86010138	86010258
chr9	88009852	88009972
chr9	88010328	88010448
chr9	88010522	88010642
chr9	90007402	90007522
chr9	90010035	90010155
chr9	90010831	90010951
chr9	92007165	92007285
chr9	92010736	92010856
chr9	92011250	92011370
chr9	94004837	94004957
chr9	94011832	94011952
chr9	96007542	96007662
chr9	98010469	98010589
chr9	100007461	100007581
chr9	100548953	100549073
chr9	101986567	101986687
chr9	102016831	102016951
chr9	102017869	102017989
chr9	104009521	104009641
chr9	104010853	104010973
chr9	104011136	104011256
chr9	106009475	106009595
chr9	106013655	106013775
chr9	108008856	108008976
chr9	108009409	108009529
chr9	108011296	108011416
chr9	110009969	110010089
chr9	110010408	110010528
chr9	110011981	110012101
chr9	112008105	112008225
chr9	112011670	112011790
chr9	114007871	114007991
chr9	116011334	116011454
chr9	117566380	117566500
chr9	118007648	118007768
chr9	120010005	120010125
chr9	120010500	120010620
chr9	120010996	120011116
chr9	122008000	122008120
